ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Affiliation,Areas,Varieties
mcmatukar,Matukar Panau,Papunesia,-4.9078,145.779,matu1261,,"Austronesian, Malayo-Polynesian, Oceanic","Matukar village, Madang Province, Papua New Guinea",Matukar Panau
en,English,,,,stan1293,,,,
